,Unnamed: 0,text,keys,BIO_tag
286,286,"The length effect is always important in nanodevices. So we investigate the length dependence of electronic transport properties in M3 by increasing the number of carbon unit cells in the scattering region. Here we present the transport results when the numbers of carbon unit cells in the scattering region are 10 and 12, which are called M4 and M5, respectively. The current–voltage characteristics shown in Fig. 8. We can see that the large rectifying ratio still can be observed irrespective of the length of heterojunctions. This is due to the fact that the electronic transport properties for M3 are mainly determined by the parity of the π and π⁎ subbands of left and right electrodes. Thees results indicate that the lengths of the two parts in the scattering regions have no affects on the qualitative charge transport in M3.
","['carbon unit cells', 'current–voltage characteristics', 'electronic transport properties', 'increasing the number of carbon unit cells', 'large rectifying ratio', 'length dependence of electronic transport properties', 'length effect', 'nanodevices', 'qualitative charge transport', 'π and π⁎ subbands']",O B O O O O O O O O O B I B I O O O O B I B I O O O O O O O O O O B I O O O O O O O O O O O O O O B O O O O O O O O O B I O O O O O O B I O O O O O O O B I O O O O O O O O B I O O O O O O O O O O O O O O O O O O B I O O
287,287,"The algorithm allows the modelling of plasmas of arbitrary degeneracy under the binary collision approximation. It uses a numerical interpolation of the inverse cumulative density function of the Fermi–Dirac distribution to initialise simulation particles, and collisions are subject to Pauli blocking. It is not appropriate in the limit of very strong coupling because the plasma theory which the Monte Carlo code is based on breaks down. The strong coupling limit corresponds to lnΛ≲3, with lnΛ the Coulomb logarithm [10]. The code is designed for lnΛ>3 in collisional plasmas with a non-negligible level of degeneracy. It is noted that Monte Carlo techniques with degenerate capabilities have been developed for studying transport in semi-conductors [11] but no such method exists for fully-ionised plasmas. Some of the techniques described are potentially applicable to other types of codes, for example, Particle-In-Cell (PIC) codes.
","['binary collision approximation', 'collisional plasmas', 'collisions', 'Coulomb logarithm', 'coupling', 'Fermi–Dirac distribution', 'fully-ionised plasmas', 'modelling of plasmas of arbitrary degeneracy', 'Monte Carlo code', 'Monte Carlo techniques', 'numerical interpolation', 'Pauli blocking', 'plasmas', 'plasma theory', 'simulation particles', 'strong coupling limit', 'transport in semi-conductors']",O O O O B I B I O O O B I O O O O B O O O O O O O B O O O B O O B O O O B O O O O O O O O B B O O B O O O B I O O O O O O O B B O O O O O O O B O O O O O O O O B B O O O O O O O O O B I O O O O O O O O O B I O O O O O O O O B O O O O O O O O O O O O O O O O O
288,288,"The four bounding PCM wastes, given in Table 1, were simulated using the most appropriate materials and geometries. “Mock up” PCM drums were assembled using the following components: PCM drums were simulated using mild steel paint cans and lids (Fenton Packaging Ltd.); PVC bags were replicated using identical PVC sheeting (Romar Workwear Ltd.); the metallic waste was simulated using commercial grade 18/8 stainless steel, aluminium and copper (Avus Metals & Plastics Ltd.), and lead shot (Aldrich); the inorganic waste was simulated using waste Pyrex labware, crushed masonry, concrete and window glass; CeO2 (from Acros Organics, >99.9%; dried 15h at 600°C) was used as a PuO2 surrogate. Commercially available ground, granulated blast-furnace slag “Calumite” was used as an additive [27]. The analysed chemical composition is given in Table 3. Calumite is a powdered material, with a typical particle size distribution between limits of ca. 40 to ca. 400μm.
","['aluminium', 'blast-furnace slag “Calumite”', 'bounding PCM wastes', 'Calumite', 'CeO2', 'commercial grade 18/8 stainless steel', 'concrete', 'copper', 'identical PVC sheeting', 'inorganic waste', 'lead shot', 'masonry', 'metallic waste', 'mild steel paint cans and lids', '“Mock up” PCM drums', 'particle', 'PCM drums', 'powdered material', 'PuO2 surrogate', 'PVC bags', 'waste Pyrex labware', 'window glass']",O O B B O O O O O O O O O O O O O B I B O O O O O O O B O O O O B I O O O O B O O O O B B O O O O O B B O O O B I B I B O O O O O B O O O B B O O O B I O O B B I B O B O O O O O O O O O O O O B O O O O O B I O O O O O O O O O O O O O O O O B O O B O O O O B O O O O O O O O O O
289,289,"Assuming a constant cell electrical conversion efficiency of 15%, a constant fraction of the incident solar radiation would be dissipated by the solar cell for each solar radiation intensity level. From Table 2, it can be seen that for the worst scenario when the ambient temperature was 50°C with natural convection only, the predicted cell electrical conversion efficiency would have reduced to approximately 8% rather than the 15% assumed. The energy dissipated as heat from the cell would thus be 7% higher. To correct for this effect the apparent insolation level should be modified using the following formula:(3)Iact=I×0.850.85+dηwhere Iact is the actual incident solar radiation intensity, dη is solar cell efficiency difference between the initially assumed 15% and final calculated cell efficiency based on measured cell temperature.
","['(3)Iact=I×0.850.85+dη', 'apparent insolation level', 'cell electrical conversion', 'natural convection', 'predicted cell electrical conversion efficiency', 'solar radiation']",O O O B I O O O O O O O O O B O O O O O O B B O O B O O O O O O O O O O O O O O O O O O O O O O B O O O B B I O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O B I O O O O O O O O O O O O O B O O O O B B O O O O O O O O O O B O O O O B O
290,290,"In the NJL model studied here, we find no stable stars with either CFL or normal quark matter cores. This is the opposite of the prediction of Ref. [15] where it was argued that there is no 2SC phase in compact stars. Let us be more precise: performing a Taylor expansion in the strange quark mass, the authors of Ref. [15] found that in beta-equilibrated electrically and color neutral quark matter the 2SC phase is always less favored than the CFL phase or normal quark matter. From this observation they concluded that the 2SC phase is absent in compact stars. In contrast to this result, it was shown in Ref. [16] in the framework of the NJL model that neutral 2SC matter could be the most favored quark phase in a certain regime. However, the authors argued that this interval might disappear if the hadronic phase is included more properly. This is indeed what we found for parameter set RKH, while for parameter set HK the 2SC phase survives only in a tiny window. Nevertheless, if Nature chooses to be similar to this equation of state, it will be this tiny window which gives rise to hybrid stars, whereas the CFL phase would be never present in compact stars.
","['2SC phase', 'beta-equilibrated electrically', 'CFL or normal quark matter cores', 'CFL phase', 'color neutral quark matter', 'compact stars', 'hadronic phase', 'hybrid stars', 'neutral 2SC matter', 'NJL model', 'NJL model studied', 'normal quark matter', 'quark phase', 'stable stars', 'strange quark mass', 'Taylor expansion']",O O B I O O O O O B O O O B I B B I O O O O O O O O O O O O O O O O O O O B O O B O O O O O O O O B O O O B B O O O O O O O O O B O O B B B I O B O O O O O O O B O B B O O O O O O O O B O O O O B O O O O O O O O O O O O O O O O O B I O B B I O O O O O B O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O B O O O O O O B O
291,291,"SPS has been utilized in several studies to retain the nanostructure of aluminum alloy powders during consolidation. Ye et al. investigated the effect of processing of cryomilled Al 5083 powder via SPS [13]. X-ray Diffraction (XRD) grain size calculations before and after SPS showed that the average grain size of the alloy only increased from 25nm to 50nm (from powder to bulk state). Subsequently, the hardness values obtained through nanoindentation for specimens of AA5083 produced via SPS were highly improved in comparison to conventional sintering methods were grain coarsening takes place on a larger scale. In another study the combination of cryomilling and SPS of AA-5356/B4C nanocomposites powder was found to largely improve the microhardness and flexural strengths of the bulk nanocomposite. Rana et al. [14] investigated the effect of SPS on mechanically milled AA6061 (Al–Mg–Si) micro-alloy powder. The average grain size after 20h of milling was ∼35nm and increased to only ∼85nm after processing with SPS at 500°C. Microhardness and compressive tests were carried out on the consolidated near full density specimens of both unmilled and milled powders and the results showed significant increase in both hardness and compressive strengths for the milled nanocrystalline powders as a result of the very fine grain size.
","['AA5083', 'AA-5356/B4C nanocomposites powder', 'alloy', 'Al–Mg–Si', 'aluminum alloy powders', 'bulk nanocomposite', 'combination of cryomilling and SPS of AA-5356/B4C nanocomposites powder', 'consolidation', 'cryomilled Al 5083 powder', 'cryomilling', 'investigated the effect of processing of cryomilled Al 5083 powder', 'investigated the effect of SPS on mechanically milled AA6061 (Al–Mg–Si) micro-alloy powder', 'mechanically milled AA6061', 'mechanically milled AA6061 (Al–Mg–Si) micro-alloy powder', 'milled nanocrystalline powders', 'nanoindentation', 'nanostructure of aluminum alloy powders', 'processing of cryomilled Al 5083 powder', 'retain the nanostructure of aluminum alloy powders during consolidation', 'SPS', 'unmilled and milled powders', 'X-ray Diffraction', 'X-ray Diffraction (XRD) grain size calculations', 'XRD']",B O O O O O O O B I B I B B I O O O O B I B I B I O O B O B I O O O B O O O B O O O O O O O O O B O O O O O O B O O B O O B O O O O O O O O O O O O O O O O O O O B I B I B I B I O O O O O O O O O B O O O O O B I B I B B I O O O O O O O O O O O O O B O B O O O O O O O O O O O O O O B I B I O O O O O O O O O O B I O O O O O O
292,292,"Although mean-field models have been used in all these settings, little analysis has been done on their behaviour as spatially extended dynamical systems. In part, this is due to their staggering complexity. The Liley model [15] considered here, for instance, consists of fourteen coupled Partial Differential Equations (PDEs) with strong nonlinearities, imposed by coupling between the mean membrane potentials and the mean synaptic inputs. The model can be reduced to a system of Ordinary Differential Equations (ODEs) by considering only spatially homogeneous solutions, and the resulting system has been examined in detail using numerical bifurcation analysis (see [16] and references therein). In order to compute equilibria, periodic orbits and such objects for the PDE model, we need a flexible, stable simulation code for the model and its linearization that can run in parallel to scale up to a domain size of about 2500cm2, the size of a full-grown human cortex. We also need efficient, iterative solvers for linear problems with large, sparse matrices. In this paper, we will show that all this can be accomplished in the open-source software package PETSc [17]. Our implementation consists of a number of functions in C that are available publicly [18].
","['efficient, iterative solvers', 'efficient, iterative solvers for linear problems with large, sparse matrices', 'large, sparse matrices', 'Liley model', 'mean-field models', 'membrane potentials', 'numerical bifurcation analysis', 'ODEs', 'Ordinary Differential Equations', 'Partial Differential Equations', 'PDE model', 'PDEs', 'PETSc', 'spatially extended dynamical systems', 'synaptic inputs']",O B O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O B O O O O O O O O O B I O O O O O O O O O O B O O O O B O O O O O O O O O O B I O O O O O B O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B B I B B O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O
293,293,"In the present paper, a hypergraph model for the structural system modeling and reconfigurability analysis has been presented. At first, we represent each system equation by a hyperedge, and then we extend the modeling hypergraph with others colored hyperedges (red and blue) which allows us to perform the analysis task. Based on the bottom up analysis hypergraph model, it's very easy to check the system reconfigurability in the presence of fault by verifying the existence of paths from the affected hyperedge to specifics blue hyperedges passing through specifics red hyperedges. The method is illustrated through a pedagogical example.","['analysis task', 'bottom up analysis hypergraph model', 'hypergraph model', 'modeling hypergraph', 'pedagogical example', 'reconfigurability analysis', 'structural system modeling', 'system reconfigurability', 'verifying the existence of paths from the affected hyperedge']",O O O O B O O B B B O B B O O O O O O O O B O O O O O O O O B B O O O O O O O O O O O O B O O O B I B B O O O O O O B B O O O O B I O O O O O O O O O O O O O O O O B O
294,294,"The primary benefit of using a 3D model is that it allows the application of anisotropic material properties. As a hexagonal close packed lattice structure, a single zirconium grain is plastically anisotropic due to the difficulty of activating slip with a 〈c〉 component [23–26]. Abaqus allows this to be represented by setting plasticity potential ratios. The anisotropic elastic and plastic constants are shown in Table 1. Zirconium alloys can often have a bimodal basal pole distribution, with a tilt on the basal normal or c direction of ±30° in the normal direction being quoted for recrystallized Zircaloy-4 [27,28]. However, for simplicity the basal normal or c direction has been taken as being parallel to the normal direction. As such the 1, 2 and 3 directions in Table 1 correlate with the X, Y and Z global coordinate system for the 3D simulations, with the 3 direction correlating to the c direction of a zirconium unit lattice. Table 1 also shows the elastic properties incorporated into the simulations. The oxide layer has been simulated as a purely elastic material. Although it is known that the oxide is strongly textured [29], it is still simulated as a homogenous solid therefore isotropic material properties have been used for the oxide in all simulations.
","['3D model', '3D simulations', 'Abaqus', 'anisotropic elastic and plastic constants', 'anisotropic material properties', 'bimodal basal pole distribution', 'isotropic material properties', 'oxide', 'oxide layer', 'plasticity potential ratios', 'purely elastic material', 'recrystallized Zircaloy-4', 'simulations', 'Zirconium', 'zirconium grain', 'zirconium unit lattice']",O O O O O O B O O O O O O O O B I O O O O O O O O O O B O O O B O O O O O O O O O O O O B O O O O O O O B I O O B I O O O O O O B O O O O O B I O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B B O O O O O O O O O O O B I O O O O O O O O O O O O B O O O O O O B I O O O O O O O B O O O O O O O O O O O O O B I O O O O O O B O O O
295,295,"In this paper, we propose a general agent-based distributed framework where each agent is implementing a different metaheuristic/local search combination. Moreover, an agent continuously adapts itself during the search process using a direct cooperation protocol based on reinforcement learning and pattern matching. Good patterns that make up improving solutions are identified and shared by the agents. This agent-based system aims to provide a modular flexible framework to deal with a variety of different problem domains. We have evaluated the performance of this approach using the proposed framework which embodies a set of well known metaheuristics with different configurations as agents on two problem domains, Permutation Flow-shop Scheduling and Capacitated Vehicle Routing. The results show the success of the approach yielding three new best known results of the Capacitated Vehicle Routing benchmarks tested, whilst the results for Permutation Flow-shop Scheduling are commensurate with the best known values for all the benchmarks tested.
","['adapts', 'a direct cooperation protocol', 'agent-based system', 'agents', 'approach', 'Capacitated Vehicle Routing benchmarks', 'deal with a variety of different problem domains', 'each agent is implementing a different metaheuristic/local search combination', 'embodies a set of well known metaheuristics with different configurations', 'framework', 'Good patterns', 'pattern matching', 'Permutation Flow-shop Scheduling', 'Permutation Flow-shop Scheduling and Capacitated Vehicle Routing', 'provide a modular flexible framework', 'reinforcement learning', 'this approach', 'two problem domains']",O B O O O B O B O B O B I B I O O O O B O O O O O B I O O O B O B O B O O O O O O O O O O O O O B O O O B B I B O B I B I O O O O O O B B O O O B O B B I O O B O B I O B I B I O O O O O O O B O O O O O O B I O O O O O O B I O O O O O O O O O O
296,296,"The retrospective assessment of environmental carrying capacity aims to obtain the historical development situation of reclamation domain, it's an essential tool for improving the managed level and guiding the environmental management of reclamation. In this paper, a synthetic assessment method based on cloud theory is applied to evaluate the single factor and multiple factors environmental carrying capacity in Caofeidian marine district, Tangshan Bay, China. With the field data of five assessment indexes in recent six years, the assessment results are obtained which show that the marine reclamation has a certain impact for the marine environment.","['cloud theory', 'environmental carrying capacity', 'environmental management of reclamation', 'field data', 'guiding the environmental management of reclamation', 'improving the managed level', 'marine reclamation', 'obtain the historical development situation of reclamation domain', 'retrospective assessment of environmental carrying capacity', 'synthetic assessment method', 'synthetic assessment method based on cloud theory is applied']",O B I B I O O O B I O O O O O O B I O O B I B I O O O O O B I B I O O O O O O O O B I O O O B O O O O O B O O O O O O O O O O O O O B I O O O O O B O
297,297,"We analyze the diagonal and transition magnetic and electric dipole moments of charged leptons in extended technicolor (ETC) models, taking account of the multiscale nature of the ETC gauge symmetry breaking, conformal (walking) behavior of the technicolor theory, and mixing in the charged-lepton mass matrix. We show that mixing effects dominate the ETC contributions to charged lepton electric dipole moments and that these can yield a value of |de| comparable to the current limit. The rate for μ→eγ can also be close to its limit. From these and other processes we derive constraints on the charged lepton mixing angles. The constraints are such that the ETC contribution to the muon anomalous magnetic moment, which includes a significant lepton mixing term, can approach, but does not exceed, the current sensitivity level.","['charged lepton electric dipole moments', 'charged-lepton mass matrix', 'charged lepton mixing angles', 'conformal (walking) behavior of the technicolor theory', 'diagonal and transition magnetic and electric dipole moments of charged leptons', 'ETC', 'extended technicolor', 'gauge symmetry breaking', 'lepton mixing term', 'mixing effects', 'mixing in the charged-lepton mass matrix', 'muon anomalous magnetic moment', 'rate for μ→eγ', 'value of |de|']",O O B I B O B I O O O O O O B B I O B I O B I B I O O O O B O O B O O B B I O O O O O B I O O O O O O B I O O O O O O O O O O O O O O O O B B B O O O O O O B O O B I O O O O O B B O O O O O O O O O O
298,298,"Though, in this Letter we have constructed the Born–Infeld black holes in the presence of a cosmological constant and discussed their thermodynamical properties, many issues however still remain to be investigated. We know that Reissner–Nordström AdS black holes undergo Hawking–Page phase transition. This transition gets modified as we include Born–Infeld corrections into account. We hope to carry out a detail study on this issue in the future. Furthermore, in the context of brane world cosmology, it was found that a brane moving in a Reissner–Nordström AdS background generates non-singular cosmology [14]. However, as shown in [15], the brane always crosses the inner horizon of the bulk geometry, creating an instability. It would be interesting to study cosmology on the brane when it is moving in the charged black hole backgrounds that we have constructed. Note that since these charged holes does not have inner horizon for certain range of parameters, we may generate non-singular cosmology without creating the instabilities that we have just mentioned.
","['Born–Infeld black holes', 'Born–Infeld corrections', 'brane', 'brane world cosmology', 'charged black hole', 'charged holes', 'constructed the Born–Infeld black holes in the presence of a cosmological constant', 'cosmology', 'crosses the inner horizon of the bulk geometry', 'discussed their thermodynamical properties', 'generate non-singular cosmology without creating the instabilities', 'Hawking–Page phase transition', 'instability', 'non-singular cosmology', 'Reissner–Nordström AdS background', 'Reissner–Nordström AdS black holes', 'study cosmology on the brane when it is moving in the charged black hole backgrounds']",O O O O O B I B I O O B I O O O O O O O O O O O O B I O B I O O O O O O O O B O O O O O O O O O B I O O O O O B I B I O O O B I B I O O B B O O O O O B O B I O O O O O O O O B B I B I B I O O O O O O O O O B I O O O O O O O O O B B B I O O O O O O
299,299,"In the present work, a LIF technique is applied for investigation of gas-sheared film flow in horizontal rectangular duct. The technique makes it possible to perform field measurements of local film thickness, resolved in both space and time, similar to the work of Alekseenko et al. (2009). The flat shape and large transverse size of the duct allow us to resolve the film thickness in transverse coordinate as well. Alekseenko et al. (2012) attempted to do this in annular downward flow, but, for technical reasons, the sampling frequency was not high enough in their experiments. More recently Alekseenko et al. (2014a) showed that the LIF technique can also detect entrained droplets. The technique allows the simultaneous study of three-dimensional wavy structures and liquid entrainment, and can improve understanding of the entrainment phenomenon.
","['annular downward flow', 'detect entrained droplets', 'duct', 'field measurements of local film thickness', 'film', 'film flow', 'gas-sheared film flow', 'improve understanding of the entrainment phenomenon', 'LIF technique', 'liquid entrainment', 'resolve the film thickness', 'sampling frequency', 'three-dimensional wavy structures']",O O O O B O O O O O B B O O O O O O O O O O O O B I B O O O O O O O O O O O O O O O O O O O O O B O O O B I B O O O O O O O O O O O O O O O B I O O O O O B O O O O O O O O O O O O O O O O B O O O B I O O O O O O B I O O B I O O B I O
300,300,"The Statistical Associating Fluid Theory (SAFT) is a well-developed perturbation theory used to describe quantitatively the volumetric properties of fluids. The reader is referred to several reviews on the topic which describe the various stages of its development and the multiple versions available [50–53]. The fundamental difference between the versions is in the underlying intermolecular potential employed to describe the unbounded constituent particles. Hard spheres, square well fluids, LJ fluids, argon, alkanes have all been employed as reference fluids in the different incarnations of SAFT. For the purpose of this work we will center on a particular version of the SAFT EoS, i.e. the SAFT-VR Mie recently proposed by Laffitte et al. [54] and expanded into a group contribution approach, SAFT-γ, by Papaioannou et al. [55]. This particular version of SAFT provides a closed form EoS that describes the macroscopical properties of the Mie potential [56], also known as the (m,n) potential; a generalized form of the LJ potential (albeit predating it by decades). The Mie potential has the form(1)ϕ(r)=Cεσrλr−σrλawhere C is an analytical function of the repulsive and attractive exponents, λa and λr, respectively, σ is a parameter that defines the length scale and is loosely related to the average diameter of a Mie bead; ɛ defines the energy scale and corresponds to the minimum potential energy between two isolated beads; expressed here as a ratio to the Boltzmann constant, kB. The Mie function, as written above, deceivingly suggests that four parameters are needed to characterize the behaviour of an isotropic molecule, however the exponents λa and λr are intimately related, and for fluid phase equilibria, one needs not consider them as independent parameters [57]. Accordingly, we choose herein to fix the attractive exponent to λa=6 which would be expected to be representative of the dispersion scaling of most simple fluids and refer from here on to the repulsive parameter as λ=λr. The potential simplifies to(2)ϕ(r)=λλ−6λ66/(λ−6)εσrλ−σr6
","['alkanes', 'argon', 'bead', 'beads', 'closed form EoS', 'fluid', 'fluids', 'group contribution approach', 'Hard spheres', 'intermolecular potential', 'isotropic molecule', 'LJ fluids', 'LJ potential', 'Mie potential', '(m,n) potential', 'perturbation theory', 'reference fluids', 'SAFT', 'SAFT EoS', 'SAFT-VR Mie', 'SAFT-γ', 'simple fluids', 'square well fluids', 'Statistical Associating Fluid Theory', 'unbounded constituent particles']",O B I O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O B I O B O B I B B B B B O O O O O B B O O O O O O O O O O O O O O O O O O O O O B O O O B B O O O O O O O O O O O B I O B O O O O O O O O O B O O B I O O O O O O O O B O O O O O O O O O O O O B O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B B O O O O O O O O O O O O O O O
301,301,"Seismic tomography is a powerful tool to investigate the deep structure under the volcanoes. With the recently rapid development of Chinese provincial seismic networks (Zheng et al., 2009, 2010) and some portable seismic arrays (Hetland et al., 2004; Duan et al., 2009; Lei et al., 2012b) around the volcanoes, it has become possible to image the detailed 3-D velocity structure under some of these volcanoes, where seismic stations are densely spaced. In this overview, we synthesize the results from the deep seismic images of the upper mantle under the Changbaishan, Tengchong, Hainan volcanoes as well as the Datong volcano (Fig. 1). We also evaluate the advantages of recently updated seismic tomographic techniques for deriving potential information. This work updates a previous review of Zhao and Liu (2010) on this topic, with more detailed synthesis of all the available information.
","['3-D velocity structure', 'advantages of recently updated seismic tomographic techniques', 'Changbaishan, Tengchong, Hainan volcanoes as well as the Datong', 'deep seismic images', 'image the detailed 3-D velocity structure', 'investigate the deep structure under the volcanoes', 'portable seismic arrays', 'provincial seismic networks', 'seismic stations', 'seismic tomographic techniques', 'Seismic tomography', 'synthesize the results from the deep seismic images of the upper mantle']",B O O O O O O B I B I O O O O O B B O O O O O O O O B B O O O O O O O O O O O O O O O O O O O B I B I O O O B O O O O O O O O B I B B I O B B B I O O O O O O O B I B I O O O O O O O O O O O O O O O O O O O O O O O O
302,302,"A number of model parameters can change regionally or seasonally, in particular the inherent optical properties of water constituents [ai⁎(λ), aY⁎(λ), aD⁎(λ), bX(λ), bb,X⁎, bb,Mie⁎] and the apparent optical properties of the bottom [Rib(λ), Bi] and the atmosphere. The database provided with WASI has been derived from in-situ measurements from lakes in Southern Germany (Gege, 1998; Heege, 2000; Pinnel, 2007). If no site-specific information is available, it can be used as a first approximation for other ecosystems as well. The variability within an ecosystem can be as large as between different ecosystem, i.e. ecosystem-specific sets of optical properties do not exist. However, region or season specific information should be used whenever available. Ideally, the optical properties should be measured at the test site close to the airplane or satellite overpass. This is however not always possible. A valuable source of information is the IOCCG webpage (IOCCG, 2013b). It maintains a list of links to publicly available data sets, for example the IOCCG (2006) data bank, the NASA bio-Optical Marine Algorithm Data set (NOMAD) and the SeaWiFS Bio-Optical Archive and Storage System (SeaBASS).
","['aD⁎(λ)', 'ai⁎(λ', 'aY⁎(λ)', 'bb', 'bb,X⁎', 'bX(λ)', 'database', 'in-situ measurements', 'IOCCG', 'IOCCG (2006) data bank', 'Mie⁎', 'NASA bio-Optical Marine Algorithm Data set', 'NOMAD', 'optical properties', 'optical properties of the bottom [Rib(λ), Bi] and the atmosphere', 'region or season specific information', 'SeaBASS', 'SeaWiFS Bio-Optical Archive and Storage System', 'WASI', 'water constituents']",O O O O O O O O O O O B I B O O B B B O O O B I B I O O B O O B O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O B I O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O B I O B I O O B I O O
303,303,"PV cells are one of the most promising technologies for conversion of incident solar radiation into electric power. However, this technology is still far from being able to compete with fossil fuel-based energy conversion technologies because of its relatively low efficiency and energy density. Theoretically, there are three unavoidable losses that limit the solar conversion efficiency of a device with a single absorption threshold or band gap Eg: (1) incomplete absorption, where photons with energies below Eg are not absorbed; (2) thermalization or carrier cooling, where solar photons with sufficient energy generate electron-hole pairs and then immediately lose almost all energy in excess of Eg in the form of heat; and (3) radiative recombination, where a small fraction of the excited states radioactively recombine with the ground state at the maximum power output (Hanna & Nozik, 2006; Henry, 1980). Taking an air mass of 1.5 as an example, for different band gap Eg these three losses can be calculated and the results are indicated by areas S1, S2, and S3 in Fig. 1. Note that the area under the outer curve is the solar power per unit area, and that only S4 can be delivered to the load.
","['absorption', 'carrier cooling', 'conversion of incident solar radiation into electric power', 'electric power', 'electron-hole pairs', 'fossil fuel-based energy conversion', 'incident solar radiation', 'incomplete absorption', 'photons', 'PV cells', 'radiative recombination', 'solar conversion', 'solar photons', 'solar power', 'thermalization']",B O O O O O O O O B I B B I B O O O O O O O O O O O O O B I B O O O O O O O O O O O O O O O O O B B O O O O O O B O O O O O O B B O B O O O O O O O O B O B O O B B O O O B O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O
304,304,"Despite the loss of directed, self-complementary hydrogen bonding through alkylation of the imidazole ring, electrostatic aggregation of imidazolium salts is a tunable, self-assembly process, which is instrumental to several applications. Imidazolium salts are used to extract metal ions from aqueous solutions and coat metal nanoparticles [15], dissolve carbohydrates [16], and create polyelectrolyte brushes on surfaces [17]. For example, atom transfer radical polymerization (ATRP) was used to graft poly(1-ethyl 3-(2-methacryloyloxy ethyl) imidazolium chloride) brushes onto gold surfaces [17]. One of the imidazolium salt’s most promising attributes is its antimicrobial action [12,18] and molecular self-assembly into liquid crystals [19,20]. 1-Alkyl-3-methylimidazolium chlorides and bromides, 1-alkyl-2-methyl-3-hydroxyethylimidazolium chlorides, and N-alkyl-N-hydroxyethylpyrrolidinonium, for example, all exhibit strong biocidal activity [18]. Hydrogels form from polymerized methylimidazolium-based ionic liquids with acryloyl groups; the polymer self-assembles into organized lamellae with unique swelling properties, leading to bioactive applications [19]. Other bioactive applications for imidazolium salts include antiarrhythmics [21], anti-metastic agents [22,23], and imidazolium-based steroids [24]. Separation applications include efficient absorption of CO2 [25]. Imidazolium salts enhance vesicle formation as imidazolium surfactants [26], and they also find application in polymeric actuators [27].
","['1-alkyl-2-methyl-3-hydroxyethylimidazolium chlorides', '1-Alkyl-3-methylimidazolium chlorides', 'acryloyl groups', 'alkylation', 'antiarrhythmics', 'anti-metastic agents', 'antimicrobial action', 'aqueous solutions', 'atom transfer radical\xa0polymerization', 'ATRP', 'bioactive applications', 'biocidal activity', 'bromides', 'carbohydrates', 'CO2', 'efficient absorption of CO2', 'electrostatic aggregation', 'gold surfaces', 'Hydrogels form', 'hydrogen bonding', 'imidazolium-based steroids', 'imidazolium salt', 'imidazolium salts', 'Imidazolium salts', 'imidazolium surfactants', 'liquid crystals', 'metal ions', 'metal nanoparticles', 'N-alkyl-N-hydroxyethylpyrrolidinonium', 'organized lamellae', 'poly(1-ethyl 3-(2-methacryloyloxy ethyl) imidazolium chloride', 'polyelectrolyte brushes', 'polymer', 'polymeric actuators', 'polymerized methylimidazolium-based ionic liquids', 'Separation applications', 'vesicle formation']",O O O O O B O O B I O O O B O B O O O O O O O O O O O O B O O O O O B O O B O O O B O O O B O O O B O O O O O O B I O O O O O O O B I B O O O B O O O O B O O O O O O B O O O O O O B O O B O O B B O O B O O O O O B O O B O O B I O O B O O B O O B O O O O O O O B O O O B O O B O O B O B O O O B O O B O O B I B O B O O B O O B O O O O O O O O B O O
305,305,"In this paper, three different approaches for implementing a quantum search algorithm by adiabatic evolution are shown. As expected, either one of them can provide a quadratic speed up as opposed to the classical search algorithm. This implies that adiabatic evolution based quantum computation gives more feasibilities than the quantum circuit model, although the equivalence between them has already been proven in the corresponding literature.","['adiabatic evolution', 'classical search algorithm', 'feasibilities', 'implementing a quantum search algorithm by adiabatic evolution', 'quadratic speed up', 'quantum circuit model', 'quantum computation', 'quantum search algorithm', 'three different approaches']",O O O B I O O B I B I B O O O O O O O O O O O B I O O O O O B I O O O O B O O B O O O B O O B I O O O O O O O O O O O O O O
