,Unnamed: 0,text,keywords,BIO_tag
283,283,according to the situation that the it students can not meet the software industry demand for qualified personnel three dimensional software development practical teaching system was proposed aiming to improve the software development capabilities and innovation sense of students this system can effectively improve students the interest of software development and the practical skills and sense of innovation laying solid foundation for student after graduation to rapidly integrate into the software development process meeting the needs of software industry ,"['improve the software development capabilities and innovation sense of students', 'practical skills', 'software development', 'software development process', 'software industry', '“triple-driven” three-dimensional software development practical teaching system']",O O O O O O O O O O O O B I O O O O O O O O O O O O O O O B I I I I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
284,284,the expression for pc is also easily found in the same basis where it becomes apparent that the dynamics of conversion in matter depends only on the relative orientation of the eigenstates of the vacuum and matter hamiltonians this allows to directly apply the known analytical solutions for pc and upon rotating back obtain generalization of these results to the nsi case for example the answer for the infinite exponential profile becomes where eν we further observe that since the adiabaticity violation occurs only when and which is the analogue of the small angle msw effect in the rotated basis the region in the sun where level jumping can take place is narrow defined by neutrino produced at lower density evolves adiabatically while neutrino produced at higher density may undergo level crossing the probability pc in the latter case is given to very good accuracy by the formula for the linear profile with an appropriate gradient taken along the neutrino trajectory where is the step function for and otherwise we emphasize that our results differ from the similar ones given in in three important respects they are valid for all not just small values of is essential for our they include the angle and the argument of the function does not contain cos2θ as follows from we stress that for large values of and adiabaticity is violated for large values ,"['adiabaticity violation', 'analytical solutions for Pc', 'conversion in matter', 'generalization of these results to the NSI case', 'matter Hamiltonians', 'neutrino', 'NSI', 'Pc', 'relative orientation of the eigenstates', 'vacuum']",O O O B O O O O O O O O O O O O O O O O B I I O O O O B I I I I O O B O B I O O O O O O O B I I I O O O O O B I I I I I I I O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
285,285,as already discussed in dilute flows the choice between the hard sphere and soft sphere models largely depends on the computational time spent to solve the particle equation of motion for very dilute flows the hard sphere model is the most natural choice however when the collisions can no longer be assumed as binary and instantaneous the soft sphere model is the only realistic option it is interesting to know whether the choice of the collision model affects the statistics fig 14 compares the mean velocity obtained from both models with the experimental data the same comparison is performed for the smooth walls the differences between the hard and soft sphere models for the smooth walls are almost negligible however the differences between the hard and soft sphere models for the rough walls are minor this is because the rough wall treatment in the soft sphere implementation adds extra virtual walls during the collision of particle with wall which is more realistic representation of rough wall compared to the hard sphere rough wall treatment where one random wall is considered this is because soft sphere collision is not instantaneous and occurs over finite amount of time similarly the same effects are observed on the fluid statistics however fig 15 which compares the particle velocity fluctuations shows that the differences are somewhat larger additionally the differences in both particle mean and rms velocity profiles are because the hard sphere collisions are unfortunately heavily dependent on the tangential coefficient of restitution the effects by varying this quantity are shown in figs 16 and ,"['collision model', 'dilute flows', 'fluid', 'hard and soft sphere models', 'hard sphere and soft sphere models', 'hard sphere collisions', 'hard sphere model', 'hard sphere rough wall treatment', 'particle', 'random wall', 'rough wall', 'rough walls', 'rough wall treatment', 'smooth walls', 'soft sphere collision', 'soft sphere implementation', 'soft sphere model', 'solve the particle equation of motion', 'virtual walls', 'wall']",O O O O B I O O O O B I I I I I O O O O O O O O O O B O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O B I I O O O O O O O B I O O O O O O B O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
286,286,the length effect is always important in nanodevices so we investigate the length dependence of electronic transport properties in m3 by increasing the number of carbon unit cells in the scattering region here we present the transport results when the numbers of carbon unit cells in the scattering region are 10 and 12 which are called m4 and m5 respectively the current voltage characteristics shown in fig we can see that the large rectifying ratio still can be observed irrespective of the length of heterojunctions this is due to the fact that the electronic transport properties for m3 are mainly determined by the parity of the and subbands of left and right electrodes thees results indicate that the lengths of the two parts in the scattering regions have no affects on the qualitative charge transport in ,"['carbon unit cells', 'current–voltage characteristics', 'electronic transport properties', 'increasing the number of carbon unit cells', 'large rectifying ratio', 'length dependence of electronic transport properties', 'length effect', 'nanodevices', 'qualitative charge transport', 'π and π⁎ subbands']",O B I O O O O B O O O O O O O B I I O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O 
287,287,the algorithm allows the modelling of plasmas of arbitrary degeneracy under the binary collision approximation it uses numerical interpolation of the inverse cumulative density function of the fermi dirac distribution to initialise simulation particles and collisions are subject to pauli blocking it is not appropriate in the limit of very strong coupling because the plasma theory which the monte carlo code is based on breaks down the strong coupling limit corresponds to with lnλ the coulomb logarithm the code is designed for in collisional plasmas with non negligible level of degeneracy it is noted that monte carlo techniques with degenerate capabilities have been developed for studying transport in semi conductors but no such method exists for fully ionised plasmas some of the techniques described are potentially applicable to other types of codes for example particle in cell ,"['binary collision approximation', 'collisional plasmas', 'collisions', 'Coulomb logarithm', 'coupling', 'Fermi–Dirac distribution', 'fully-ionised plasmas', 'modelling of plasmas of arbitrary degeneracy', 'Monte Carlo code', 'Monte Carlo techniques', 'numerical interpolation', 'Pauli blocking', 'plasmas', 'plasma theory', 'simulation particles', 'strong coupling limit', 'transport in semi-conductors']",O O O O B I I I I I O O B I I O O B I O O O O O O O O B I I O O B I O B O O O B I O O O O O O O O O O B O O B I O O B I I O O O O O O O O O O O O O O B I O O O O O O B I O O O O O O O O O O B I I O O O O O O O O B I I I O O O O O O B I I O O O O O O O O O O O O O O O O O O 
288,288,the four bounding pcm wastes given in table were simulated using the most appropriate materials and geometries pcm drums were assembled using the following components pcm drums were simulated using mild steel paint cans and lids packaging pvc bags were replicated using identical pvc sheeting workwear the metallic waste was simulated using commercial grade 18 stainless steel aluminium and copper metals plastics and lead shot the inorganic waste was simulated using waste pyrex labware crushed masonry concrete and window glass ceo2 acros organics dried 15h at was used as puo2 surrogate commercially available ground granulated blast furnace slag was used as an additive the analysed chemical composition is given in table calumite is powdered material with typical particle size distribution between limits of ca 40 to ca ,"['aluminium', 'blast-furnace slag “Calumite”', 'bounding PCM wastes', 'Calumite', 'CeO2', 'commercial grade 18/8 stainless steel', 'concrete', 'copper', 'identical PVC sheeting', 'inorganic waste', 'lead shot', 'masonry', 'metallic waste', 'mild steel paint cans and lids', '“Mock up” PCM drums', 'particle', 'PCM drums', 'powdered material', 'PuO2 surrogate', 'PVC bags', 'waste Pyrex labware', 'window glass']",O O B I I O O O O O O O O O O O O B I O O O O O O O O O O O B I I I I I O B I O O O B I I O O B I O O O O O O O O B O B O O O B I O B I O O O B I I O B B O B I B O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O B O B I O O B O O O O O O O O O 
289,289,assuming constant cell electrical conversion efficiency of constant fraction of the incident solar radiation would be dissipated by the solar cell for each solar radiation intensity level from table it can be seen that for the worst scenario when the ambient temperature was with natural convection only the predicted cell electrical conversion efficiency would have reduced to approximately rather than the assumed the energy dissipated as heat from the cell would thus be higher to correct for this effect the apparent insolation level should be modified using the following formula iact is the actual incident solar radiation intensity dη is solar cell efficiency difference between the initially assumed and final calculated cell efficiency based on measured cell ,"['(3)Iact=I×0.850.85+dη', 'apparent insolation level', 'cell electrical conversion', 'natural convection', 'predicted cell electrical conversion efficiency', 'solar radiation']",O O B I I O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O B I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
290,290,in the njl model studied here we find no stable stars with either cfl or normal quark matter cores this is the opposite of the prediction of where it was argued that there is no 2sc phase in compact stars let us be more precise performing taylor expansion in the strange quark mass the authors of found that in beta equilibrated electrically and color neutral quark matter the 2sc phase is always less favored than the cfl phase or normal quark matter from this observation they concluded that the 2sc phase is absent in compact stars in contrast to this result it was shown in in the framework of the njl model that neutral 2sc matter could be the most favored quark phase in certain regime however the authors argued that this interval might disappear if the hadronic phase is included more properly this is indeed what we found for parameter set rkh while for parameter set hk the 2sc phase survives only in tiny window nevertheless if nature chooses to be similar to this equation of state it will be this tiny window which gives rise to hybrid stars whereas the cfl phase would be never present in compact ,"['2SC phase', 'beta-equilibrated electrically', 'CFL or normal quark matter cores', 'CFL phase', 'color neutral quark matter', 'compact stars', 'hadronic phase', 'hybrid stars', 'neutral 2SC matter', 'NJL model', 'NJL model studied', 'normal quark matter', 'quark phase', 'stable stars', 'strange quark mass', 'Taylor expansion']",O O B I O O O O O B I O O B I I I I I O O O O O O O O O O O O O O O O B I O B I O O O O O O B I O O B I I O O O O O O B I I O B I I I O O O O O O O O O B I O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O 
291,291,sps has been utilized in several studies to retain the nanostructure of aluminum alloy powders during consolidation ye et al investigated the effect of processing of cryomilled al 5083 powder via sps ray diffraction grain size calculations before and after sps showed that the average grain size of the alloy only increased from 25nm to 50nm powder to bulk subsequently the hardness values obtained through nanoindentation for specimens of aa5083 produced via sps were highly improved in comparison to conventional sintering methods were grain coarsening takes place on larger scale in another study the combination of cryomilling and sps of aa 5356 b4c nanocomposites powder was found to largely improve the microhardness and flexural strengths of the bulk nanocomposite rana et al investigated the effect of sps on mechanically milled aa6061 mg micro alloy powder the average grain size after 20h of milling was and increased to only after processing with sps at microhardness and compressive tests were carried out on the consolidated near full density specimens of both unmilled and milled powders and the results showed significant increase in both hardness and compressive strengths for the milled nanocrystalline powders as result of the very fine grain ,"['AA5083', 'AA-5356/B4C nanocomposites powder', 'alloy', 'Al–Mg–Si', 'aluminum alloy powders', 'bulk nanocomposite', 'combination of cryomilling and SPS of AA-5356/B4C nanocomposites powder', 'consolidation', 'cryomilled Al 5083 powder', 'cryomilling', 'investigated the effect of processing of cryomilled Al 5083 powder', 'investigated the effect of SPS on mechanically milled AA6061 (Al–Mg–Si) micro-alloy powder', 'mechanically milled AA6061', 'mechanically milled AA6061 (Al–Mg–Si) micro-alloy powder', 'milled nanocrystalline powders', 'nanoindentation', 'nanostructure of aluminum alloy powders', 'processing of cryomilled Al 5083 powder', 'retain the nanostructure of aluminum alloy powders during consolidation', 'SPS', 'unmilled and milled powders', 'X-ray Diffraction', 'X-ray Diffraction (XRD) grain size calculations', 'XRD']",B O O O O O O O O O O O O B O O B O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O B I I I I O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O 
292,292,although mean field models have been used in all these settings little analysis has been done on their behaviour as spatially extended dynamical systems in part this is due to their staggering complexity the liley model considered here for instance consists of fourteen coupled partial differential equations with strong nonlinearities imposed by coupling between the mean membrane potentials and the mean synaptic inputs the model can be reduced to system of ordinary differential equations by considering only spatially homogeneous solutions and the resulting system has been examined in detail using numerical bifurcation analysis and references in order to compute equilibria periodic orbits and such objects for the pde model we need flexible stable simulation code for the model and its linearization that can run in parallel to scale up to domain size of about 2500cm2 the size of full grown human cortex we also need efficient iterative solvers for linear problems with large sparse matrices in this paper we will show that all this can be accomplished in the open source software package petsc our implementation consists of number of functions in that are available publicly ,"['efficient, iterative solvers', 'efficient, iterative solvers for linear problems with large, sparse matrices', 'large, sparse matrices', 'Liley model', 'mean-field models', 'membrane potentials', 'numerical bifurcation analysis', 'ODEs', 'Ordinary Differential Equations', 'Partial Differential Equations', 'PDE model', 'PDEs', 'PETSc', 'spatially extended dynamical systems', 'synaptic inputs']",O B I I O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O B I O O O O O O O O B I I O O O O O O O O O B I O O O B I O O O O O O O O B I I O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B B I O O O O B B I O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O 
293,293,in the present paper hypergraph model for the structural system modeling and reconfigurability analysis has been presented at first we represent each system equation by hyperedge and then we extend the modeling hypergraph with others colored hyperedges and which allows us to perform the analysis task based on the bottom up analysis hypergraph model very easy to check the system reconfigurability in the presence of fault by verifying the existence of paths from the affected hyperedge to specifics blue hyperedges passing through specifics red hyperedges the method is illustrated through pedagogical example ,"['analysis task', 'bottom up analysis hypergraph model', 'hypergraph model', 'modeling hypergraph', 'pedagogical example', 'reconfigurability analysis', 'structural system modeling', 'system reconfigurability', 'verifying the existence of paths from the affected hyperedge']",O O O O B I O O B I I O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O B I I I I I I I I O O O O O O O O O O O O O O B I 
294,294,the primary benefit of using 3d model is that it allows the application of anisotropic material properties as hexagonal close packed lattice structure single zirconium grain is plastically anisotropic due to the difficulty of activating slip with component abaqus allows this to be represented by setting plasticity potential ratios the anisotropic elastic and plastic constants are shown in table zirconium alloys can often have bimodal basal pole distribution with tilt on the basal normal or direction of in the normal direction being quoted for recrystallized zircaloy however for simplicity the basal normal or direction has been taken as being parallel to the normal direction as such the and directions in table correlate with the and global coordinate system for the 3d simulations with the direction correlating to the direction of zirconium unit lattice table also shows the elastic properties incorporated into the simulations the oxide layer has been simulated as purely elastic material although it is known that the oxide is strongly textured it is still simulated as homogenous solid therefore isotropic material properties have been used for the oxide in all ,"['3D model', '3D simulations', 'Abaqus', 'anisotropic elastic and plastic constants', 'anisotropic material properties', 'bimodal basal pole distribution', 'isotropic material properties', 'oxide', 'oxide layer', 'plasticity potential ratios', 'purely elastic material', 'recrystallized Zircaloy-4', 'simulations', 'Zirconium', 'zirconium grain', 'zirconium unit lattice']",O O O O O B I O O O O O O O B I I O O O O O O O B O O O O O O O O O O O O O B O O O O O O O B I I O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O B O B O O O O O B I I O O O O O O O O O O O O O O O O O O B I I O O O O O O O O 
295,295,in this paper we propose general agent based distributed framework where each agent is implementing different metaheuristic local search combination moreover an agent continuously adapts itself during the search process using direct cooperation protocol based on reinforcement learning and pattern matching good patterns that make up improving solutions are identified and shared by the agents this agent based system aims to provide modular flexible framework to deal with variety of different problem domains we have evaluated the performance of this approach using the proposed framework which embodies set of well known metaheuristics with different configurations as agents on two problem domains permutation flow shop scheduling and capacitated vehicle routing the results show the success of the approach yielding three new best known results of the capacitated vehicle routing benchmarks tested whilst the results for permutation flow shop scheduling are commensurate with the best known values for all the benchmarks ,"['adapts', 'a direct cooperation protocol', 'agent-based system', 'agents', 'approach', 'Capacitated Vehicle Routing benchmarks', 'deal with a variety of different problem domains', 'each agent is implementing a different metaheuristic/local search combination', 'embodies a set of well known metaheuristics with different configurations', 'framework', 'Good patterns', 'pattern matching', 'Permutation Flow-shop Scheduling', 'Permutation Flow-shop Scheduling and Capacitated Vehicle Routing', 'provide a modular flexible framework', 'reinforcement learning', 'this approach', 'two problem domains']",O O O O O O O O O B O O O O O O O O O O O O O O B O O O O O O O O O O O B I O B I B I O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O B I I B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
296,296,the retrospective assessment of environmental carrying capacity aims to obtain the historical development situation of reclamation domain an essential tool for improving the managed level and guiding the environmental management of reclamation in this paper synthetic assessment method based on cloud theory is applied to evaluate the single factor and multiple factors environmental carrying capacity in caofeidian marine district tangshan bay china with the field data of five assessment indexes in recent six years the assessment results are obtained which show that the marine reclamation has certain impact for the marine environment ,"['cloud theory', 'environmental carrying capacity', 'environmental management of reclamation', 'field data', 'guiding the environmental management of reclamation', 'improving the managed level', 'marine reclamation', 'obtain the historical development situation of reclamation domain', 'retrospective assessment of environmental carrying capacity', 'synthetic assessment method', 'synthetic assessment method based on cloud theory is applied']",O O O O B I I O O B I I I I I I I O O O O B I I I O O O B I I I O O O B I I O O B I O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O 
297,297,we analyze the diagonal and transition magnetic and electric dipole moments of charged leptons in extended technicolor models taking account of the multiscale nature of the etc gauge symmetry breaking conformal behavior of the technicolor theory and mixing in the charged lepton mass matrix we show that mixing effects dominate the etc contributions to charged lepton electric dipole moments and that these can yield value of comparable to the current limit the rate for can also be close to its limit from these and other processes we derive constraints on the charged lepton mixing angles the constraints are such that the etc contribution to the muon anomalous magnetic moment which includes significant lepton mixing term can approach but does not exceed the current sensitivity level ,"['charged lepton electric dipole moments', 'charged-lepton mass matrix', 'charged lepton mixing angles', 'conformal (walking) behavior of the technicolor theory', 'diagonal and transition magnetic and electric dipole moments of charged leptons', 'ETC', 'extended technicolor', 'gauge symmetry breaking', 'lepton mixing term', 'mixing effects', 'mixing in the charged-lepton mass matrix', 'muon anomalous magnetic moment', 'rate for μ→eγ', 'value of |de|']",O O O B I I I I I I I I I I O B I O O O O O O O O O B B I I O O O O O O O B I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O 
298,298,though in this letter we have constructed the born infeld black holes in the presence of cosmological constant and discussed their thermodynamical properties many issues however still remain to be investigated we know that reissner nordström ads black holes undergo hawking page phase transition this transition gets modified as we include born infeld corrections into account we hope to carry out detail study on this issue in the future furthermore in the context of brane world cosmology it was found that brane moving in reissner nordström ads background generates non singular however as shown the brane always crosses the inner horizon of the bulk geometry creating an instability it would be interesting to study cosmology on the brane when it is moving in the charged black hole backgrounds that we have constructed note that since these charged holes does not have inner horizon for certain range of parameters we may generate non singular cosmology without creating the instabilities that we have just ,"['Born–Infeld black holes', 'Born–Infeld corrections', 'brane', 'brane world cosmology', 'charged black hole', 'charged holes', 'constructed the Born–Infeld black holes in the presence of a cosmological constant', 'cosmology', 'crosses the inner horizon of the bulk geometry', 'discussed their thermodynamical properties', 'generate non-singular cosmology without creating the instabilities', 'Hawking–Page phase transition', 'instability', 'non-singular cosmology', 'Reissner–Nordström AdS background', 'Reissner–Nordström AdS black holes', 'study cosmology on the brane when it is moving in the charged black hole backgrounds']",O O O O O O O O B I I I O O O O O O O B I I I O O O O O O O O O O O B I I I I O B I I I O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O B O B O O O O O O O O O O O O O O O O O O O O B I I I I I I I O O B O O O O O O O O O O O O O O O O B I I O O O O O O O O O B I O O O O O O O O O O O O B I I I I I I I O O O O 
299,299,in the present work lif technique is applied for investigation of gas sheared film flow in horizontal rectangular duct the technique makes it possible to perform field measurements of local film thickness resolved in both space and time similar to the work of alekseenko et al the flat shape and large transverse size of the duct allow us to resolve the film thickness in transverse coordinate as well alekseenko et al attempted to do this in annular downward flow but for technical reasons the sampling frequency was not high enough in their experiments more recently alekseenko et al showed that the lif technique can also detect entrained droplets the technique allows the simultaneous study of three dimensional wavy structures and liquid entrainment and can improve understanding of the entrainment ,"['annular downward flow', 'detect entrained droplets', 'duct', 'field measurements of local film thickness', 'film', 'film flow', 'gas-sheared film flow', 'improve understanding of the entrainment phenomenon', 'LIF technique', 'liquid entrainment', 'resolve the film thickness', 'sampling frequency', 'three-dimensional wavy structures']",O O O O B I O O O O O O O B O O O O B O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O B I I O O O O O B I O O O O O O O O O O O O O O O O O O O B I I O O O O O O O B I I I O B I O O O O O O O 
300,300,the statistical associating fluid theory is well developed perturbation theory used to describe quantitatively the volumetric properties of fluids the reader is referred to several reviews on the topic which describe the various stages of its development and the multiple versions available the fundamental difference between the versions is in the underlying intermolecular potential employed to describe the unbounded constituent particles hard spheres square well fluids lj fluids argon alkanes have all been employed as reference fluids in the different incarnations of saft for the purpose of this work we will center on particular version of the saft eos the saft vr mie recently proposed by laffitte et al and expanded into group contribution approach saft by papaioannou et al this particular version of saft provides closed form eos that describes the macroscopical properties of the mie potential also known as the potential generalized form of the lj potential predating it by the mie potential has the is an analytical function of the repulsive and attractive exponents λa and λr respectively is parameter that defines the length scale and is loosely related to the average diameter of mie bead defines the energy scale and corresponds to the minimum potential energy between two isolated beads expressed here as ratio to the boltzmann constant kb the mie function as written above deceivingly suggests that four parameters are needed to characterize the behaviour of an isotropic molecule however the exponents λa and λr are intimately related and for fluid phase equilibria one needs not consider them as independent parameters accordingly we choose herein to fix the attractive exponent to which would be expected to be representative of the dispersion scaling of most simple fluids and refer from here on to the repulsive parameter as the potential simplifies ,"['alkanes', 'argon', 'bead', 'beads', 'closed form EoS', 'fluid', 'fluids', 'group contribution approach', 'Hard spheres', 'intermolecular potential', 'isotropic molecule', 'LJ fluids', 'LJ potential', 'Mie potential', '(m,n) potential', 'perturbation theory', 'reference fluids', 'SAFT', 'SAFT EoS', 'SAFT-VR Mie', 'SAFT-γ', 'simple fluids', 'square well fluids', 'Statistical Associating Fluid Theory', 'unbounded constituent particles']",O O O B O O O O B I O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O B I I B I B I I B I B B O O O O O B I O O O O O B O O O O O O O O O O O O O O B I O B I I O O O O O O O O O B I I O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O 
301,301,seismic tomography is powerful tool to investigate the deep structure under the volcanoes with the recently rapid development of chinese provincial seismic networks et al 2009 and some portable seismic arrays et al 2004 duan et al 2009 lei et al around the volcanoes it has become possible to image the detailed velocity structure under some of these volcanoes where seismic stations are densely spaced in this overview we synthesize the results from the deep seismic images of the upper mantle under the changbaishan tengchong hainan volcanoes as well as the datong volcano we also evaluate the advantages of recently updated seismic tomographic techniques for deriving potential information this work updates previous review of zhao and liu on this topic with more detailed synthesis of all the available ,"['3-D velocity structure', 'advantages of recently updated seismic tomographic techniques', 'Changbaishan, Tengchong, Hainan volcanoes as well as the Datong', 'deep seismic images', 'image the detailed 3-D velocity structure', 'investigate the deep structure under the volcanoes', 'portable seismic arrays', 'provincial seismic networks', 'seismic stations', 'seismic tomographic techniques', 'Seismic tomography', 'synthesize the results from the deep seismic images of the upper mantle']",B I O O O O B I I I I I I O O O O O O O B I I O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I I I I I I I O O B B B I I I I I I O O O O O B I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O 
302,302,number of model parameters can change regionally or seasonally in particular the inherent optical properties of water constituents and the apparent optical properties of the bottom and the atmosphere the database provided with wasi has been derived from in situ measurements from lakes in southern germany 1998 heege 2000 pinnel if no site specific information is available it can be used as first approximation for other ecosystems as well the variability within an ecosystem can be as large as between different ecosystem ecosystem specific sets of optical properties do not exist however region or season specific information should be used whenever available ideally the optical properties should be measured at the test site close to the airplane or satellite overpass this is however not always possible valuable source of information is the ioccg webpage it maintains list of links to publicly available data sets for example the ioccg data bank the nasa bio optical marine algorithm data set and the seawifs bio optical archive and storage system ,"['aD⁎(λ)', 'ai⁎(λ', 'aY⁎(λ)', 'bb', 'bb,X⁎', 'bX(λ)', 'database', 'in-situ measurements', 'IOCCG', 'IOCCG (2006) data bank', 'Mie⁎', 'NASA bio-Optical Marine Algorithm Data set', 'NOMAD', 'optical properties', 'optical properties of the bottom [Rib(λ), Bi] and the atmosphere', 'region or season specific information', 'SeaBASS', 'SeaWiFS Bio-Optical Archive and Storage System', 'WASI', 'water constituents']",O O O O O O O O O O O O O B I O B I O O O O O O O O O O O O B O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O B I I I I I I O O B I I I I I I 
303,303,pv cells are one of the most promising technologies for conversion of incident solar radiation into electric power however this technology is still far from being able to compete with fossil fuel based energy conversion technologies because of its relatively low efficiency and energy density theoretically there are three unavoidable losses that limit the solar conversion efficiency of device with single absorption threshold or band gap eg incomplete absorption where photons with energies below eg are not absorbed thermalization or carrier cooling where solar photons with sufficient energy generate electron hole pairs and then immediately lose almost all energy in excess of eg in the form of heat and radiative recombination where small fraction of the excited states radioactively recombine with the ground state at the maximum power output nozik 2006 henry taking an air mass of as an example for different band gap eg these three losses can be calculated and the results are indicated by areas s1 s2 and s3 in fig note that the area under the outer curve is the solar power per unit area and that only s4 can be delivered to the ,"['absorption', 'carrier cooling', 'conversion of incident solar radiation into electric power', 'electric power', 'electron-hole pairs', 'fossil fuel-based energy conversion', 'incident solar radiation', 'incomplete absorption', 'photons', 'PV cells', 'radiative recombination', 'solar conversion', 'solar photons', 'solar power', 'thermalization']",B I O O O O O O O O B I I I I I I I O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O B I O O O O O B O O O O O B I O B O O O O O O O B O B I O B I O O O O B I I O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O 
